strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
RRNRWM	R	R	N	R	W	M	90.0	8	Yes	
RRNRWP	R	R	N	R	W	P	58.0	4	Yes	
RROCAL	R	R	O	C	A	L	224.0	9	Yes	
RROCAM	R	R	O	C	A	M	244.0	8	Yes	
RROCAP	R	R	O	C	A	P	518.0	4	Yes	
RROCIL	R	R	O	C	I	L	216.0	8	Yes	
RROCIM	R	R	O	C	I	M	273.0	8	Yes	
RROCIP	R	R	O	C	I	P	259.0	4	Yes	
RROCLL	R	R	O	C	L	L	122.0	8	Yes	
RROCLM	R	R	O	C	L	M	200.0	8	Yes	
RROCLP	R	R	O	C	L	P	419.0	4	Yes	
RROCWL	R	R	O	C	W	L	57.0	8	Yes	
RROHAL	R	R	O	H	A	L	489.0	9	Yes	
RROHAM	R	R	O	H	A	M	64.0	8	Yes	
RROHAP	R	R	O	H	A	P	188.0	4	Yes	
RROHCL	R	R	O	H	C	L	1344.0	8	Yes	
RROHCM	R	R	O	H	C	M	99.0	8	Yes	
RROHCP	R	R	O	H	C	P	102.0	4	Yes	
RROHIL	R	R	O	H	I	L	215.0	8	Yes	
RROHIM	R	R	O	H	I	M	160.0	8	Yes	
RROHIP	R	R	O	H	I	P	165.0	4	Yes	
RROHLL	R	R	O	H	L	L	301.0	8	Yes	
RROHLM	R	R	O	H	L	M	203.0	8	Yes	
RROHLP	R	R	O	H	L	P	195.0	4	Yes	
RROHWL	R	R	O	H	W	L	1978.0	8	Yes	
RROHWM	R	R	O	H	W	M	280.0	8	Yes	
RROHWP	R	R	O	H	W	P	184.0	4	Yes	
RROLAL	R	R	O	L	A	L	362.0	9	Yes	
RROLAM	R	R	O	L	A	M	296.0	8	Yes	
RROLAP	R	R	O	L	A	P	730.0	4	Yes	
RROLCL	R	R	O	L	C	L	311.0	8	Yes	
RROLCP	R	R	O	L	C	P	72.0	4	Yes	
RROLIL	R	R	O	L	I	L	232.0	8	Yes	
RROLIM	R	R	O	L	I	M	146.0	8	Yes	
RROLIP	R	R	O	L	I	P	184.0	4	Yes	
RROLLL	R	R	O	L	L	L	130.0	8	Yes	
RROLLM	R	R	O	L	L	M	100.0	8	Yes	
RROLLP	R	R	O	L	L	P	263.0	4	Yes	
RROLWL	R	R	O	L	W	L	550.0	8	Yes	
RROLWM	R	R	O	L	W	M	138.0	8	Yes	
RROLWP	R	R	O	L	W	P	95.0	4	Yes	
RRORAL	R	R	O	R	A	L	296.0	9	Yes	
RRORAM	R	R	O	R	A	M	162.0	8	Yes	
RRORAP	R	R	O	R	A	P	82.0	4	Yes	
RRORCL	R	R	O	R	C	L	384.0	8	Yes	
RRORIL	R	R	O	R	I	L	351.0	8	Yes	
RRORIM	R	R	O	R	I	M	242.0	8	Yes	
RRORIP	R	R	O	R	I	P	109.0	4	Yes	
RRORLL	R	R	O	R	L	L	300.0	8	Yes	
RRORLM	R	R	O	R	L	M	161.0	8	Yes	
RRORLP	R	R	O	R	L	P	102.0	4	Yes	
RRORWL	R	R	O	R	W	L	557.0	8	Yes	
RRORWM	R	R	O	R	W	M	177.0	8	Yes	
RRPCAL	R	R	P	C	A	L	759.0	9	Yes	
RRPCAM	R	R	P	C	A	M	827.0	8	Yes	
RRPCAP	R	R	P	C	A	P	1551.0	4	Yes	
RRPCAS	R	R	P	C	A	S	132.0	1	Yes	
RRPCCL	R	R	P	C	C	L	52.0	8	Yes	
RRPCIL	R	R	P	C	I	L	1998.0	8	Yes	
RRPCIM	R	R	P	C	I	M	1254.0	8	Yes	
RRPCIP	R	R	P	C	I	P	1447.0	4	Yes	
RRPCIS	R	R	P	C	I	S	64.0	1	Yes	
RRPCLL	R	R	P	C	L	L	581.0	8	Yes	
RRPCLM	R	R	P	C	L	M	1260.0	8	Yes	
RRPCLP	R	R	P	C	L	P	1762.0	4	Yes	
RRPCNN	R	R	P	C	N	N	96.0	not found	Yes	
RRPCWL	R	R	P	C	W	L	147.0	8	Yes	
RRPCWM	R	R	P	C	W	M	74.0	8	Yes	
RRPCWP	R	R	P	C	W	P	54.0	4	Yes	
RRPCWS	R	R	P	C	W	S	206.0	2	Yes	
RRPHAL	R	R	P	H	A	L	1314.0	9	Yes	
RRPHAM	R	R	P	H	A	M	540.0	8	Yes	
RRPHAP	R	R	P	H	A	P	652.0	4	Yes	
RRPHCL	R	R	P	H	C	L	3678.0	8	Yes	
RRPHCM	R	R	P	H	C	M	424.0	8	Yes	
RRPHCP	R	R	P	H	C	P	89.0	4	Yes	
RRPHCS	R	R	P	H	C	S	79.0	2	Yes	
RRPHIL	R	R	P	H	I	L	759.0	8	Yes	
RRPHIM	R	R	P	H	I	M	404.0	8	Yes	
RRPHIP	R	R	P	H	I	P	352.0	4	Yes	
RRPHLL	R	R	P	H	L	L	856.0	8	Yes	
RRPHLM	R	R	P	H	L	M	832.0	8	Yes	
RRPHLP	R	R	P	H	L	P	561.0	4	Yes	
RRPHWL	R	R	P	H	W	L	4223.0	8	Yes	
RRPHWM	R	R	P	H	W	M	713.0	8	Yes	
RRPHWP	R	R	P	H	W	P	566.0	4	Yes	
RRPHWS	R	R	P	H	W	S	74.0	2	Yes	
RRPLAL	R	R	P	L	A	L	840.0	9	Yes	
RRPLAM	R	R	P	L	A	M	979.0	8	Yes	
RRPLAP	R	R	P	L	A	P	1745.0	4	Yes	
RRPLAS	R	R	P	L	A	S	64.0	1	Yes	
RRPLCL	R	R	P	L	C	L	113.0	8	Yes	
RRPLCS	R	R	P	L	C	S	109.0	2	Yes	
RRPLIL	R	R	P	L	I	L	1030.0	8	Yes	
RRPLIM	R	R	P	L	I	M	666.0	8	Yes	
RRPLIP	R	R	P	L	I	P	1222.0	4	Yes	
RRPLIS	R	R	P	L	I	S	82.0	1	Yes	
RRPLLL	R	R	P	L	L	L	295.0	8	Yes	
RRPLLM	R	R	P	L	L	M	580.0	8	Yes	
RRPLLP	R	R	P	L	L	P	947.0	4	Yes	
RRPLNN	R	R	P	L	N	N	54.0	not found	Yes	
RRPLWL	R	R	P	L	W	L	407.0	8	Yes	
RRPLWM	R	R	P	L	W	M	197.0	8	Yes	
RRPLWP	R	R	P	L	W	P	74.0	4	Yes	
RRPLWS	R	R	P	L	W	S	188.0	2	Yes	
RRPRAL	R	R	P	R	A	L	1480.0	9	Yes	
RRPRAM	R	R	P	R	A	M	889.0	8	Yes	
RRPRAP	R	R	P	R	A	P	358.0	4	Yes	
RRPRAS	R	R	P	R	A	S	340.0	1	Yes	
RRPRCL	R	R	P	R	C	L	2294.0	8	Yes	
RRPRCM	R	R	P	R	C	M	172.0	8	Yes	
RRPRCP	R	R	P	R	C	P	59.0	4	Yes	
RRPRCS	R	R	P	R	C	S	168.0	2	Yes	
RRPRDL	R	R	P	R	D	L	111.0	8	Yes	
RRPRDS	R	R	P	R	D	S	150.0	2	Yes	
RRPRIL	R	R	P	R	I	L	1374.0	8	Yes	
RRPRIM	R	R	P	R	I	M	721.0	8	Yes	
RRPRIP	R	R	P	R	I	P	540.0	4	Yes	
RRPRIS	R	R	P	R	I	S	195.0	1	Yes	
RRPRLL	R	R	P	R	L	L	617.0	8	Yes	
RRPRLM	R	R	P	R	L	M	990.0	8	Yes	
RRPRLP	R	R	P	R	L	P	589.0	4	Yes	
RRPRNN	R	R	P	R	N	N	157.0	not found	Yes	
RRPRPL	R	R	P	R	P	L	86.0	8	Yes	
RRPRPS	R	R	P	R	P	S	87.0	2	Yes	
RRPRWL	R	R	P	R	W	L	2480.0	8	Yes	
RRPRWM	R	R	P	R	W	M	540.0	8	Yes	
RRPRWP	R	R	P	R	W	P	363.0	4	Yes	
RRPRWS	R	R	P	R	W	S	306.0	2	Yes	
UNNHCL	U	N	N	H	C	L	154.0	8	Yes	
UNNHWL	U	N	N	H	W	L	76.0	8	Yes	
UNNHWS	U	N	N	H	W	S	55.0	2	Yes	
UNNRCL	U	N	N	R	C	L	246.0	8	Yes	
UNNRNN	U	N	N	R	N	N	63.0	not found	Yes	
UNNRWL	U	N	N	R	W	L	117.0	8	Yes	
UNOHCL	U	N	O	H	C	L	830.0	8	Yes	
UNOHWL	U	N	O	H	W	L	356.0	8	Yes	
UNORCL	U	N	O	R	C	L	953.0	8	Yes	
UNORCM	U	N	O	R	C	M	81.0	8	Yes	
UNORWL	U	N	O	R	W	L	296.0	8	Yes	
UNPHAL	U	N	P	H	A	L	64.0	9	Yes	
UNPHCL	U	N	P	H	C	L	508.0	8	Yes	
UNPHNN	U	N	P	H	N	N	70.0	not found	Yes	
UNPHWL	U	N	P	H	W	L	269.0	8	Yes	
UNPRAL	U	N	P	R	A	L	104.0	9	Yes	
UNPRCL	U	N	P	R	C	L	1008.0	8	Yes	
UNPRCM	U	N	P	R	C	M	61.0	8	Yes	
UNPRCS	U	N	P	R	C	S	56.0	2	Yes	
UNPRWL	U	N	P	R	W	L	507.0	8	Yes	
UNSHAL	U	N	S	H	A	L	129.0	9	Yes	
UNSHAS	U	N	S	H	A	S	188.0	1	Yes	
UNSHCL	U	N	S	H	C	L	4284.0	8	Yes	
UNSHCM	U	N	S	H	C	M	324.0	8	Yes	
UNSHCP	U	N	S	H	C	P	180.0	4	Yes	
UNSHCS	U	N	S	H	C	S	483.0	2	Yes	
UNSHLL	U	N	S	H	L	L	147.0	8	Yes	
UNSHNN	U	N	S	H	N	N	215.0	not found	Yes	
UNSHWL	U	N	S	H	W	L	2199.0	8	Yes	
UNSHWM	U	N	S	H	W	M	231.0	8	Yes	
UNSHWP	U	N	S	H	W	P	153.0	4	Yes	
UNSHWS	U	N	S	H	W	S	1166.0	2	Yes	
UNSRAL	U	N	S	R	A	L	75.0	9	Yes	
UNSRAS	U	N	S	R	A	S	85.0	1	Yes	
UNSRCL	U	N	S	R	C	L	6804.0	8	Yes	
UNSRCM	U	N	S	R	C	M	597.0	8	Yes	
UNSRCP	U	N	S	R	C	P	260.0	4	Yes	
UNSRCS	U	N	S	R	C	S	290.0	2	Yes	
UNSRDL	U	N	S	R	D	L	99.0	8	Yes	
UNSRDM	U	N	S	R	D	M	59.0	8	Yes	
UNSRLL	U	N	S	R	L	L	191.0	8	Yes	
UNSRNN	U	N	S	R	N	N	552.0	not found	Yes	
UNSRPL	U	N	S	R	P	L	78.0	8	Yes	
UNSRWL	U	N	S	R	W	L	2961.0	8	Yes	
UNSRWM	U	N	S	R	W	M	332.0	8	Yes	
UNSRWP	U	N	S	R	W	P	167.0	4	Yes	
UNSRWS	U	N	S	R	W	S	959.0	2	Yes	
URNCCL	U	R	N	C	C	L	112.0	8	Yes	
URNCWL	U	R	N	C	W	L	112.0	8	Yes	
URNHCL	U	R	N	H	C	L	191.0	8	Yes	
URNHWL	U	R	N	H	W	L	105.0	8	Yes	
URNLCL	U	R	N	L	C	L	150.0	8	Yes	
URNRCL	U	R	N	R	C	L	219.0	8	Yes	
UROHCL	U	R	O	H	C	L	51.0	8	Yes	
URORCL	U	R	O	R	C	L	103.0	8	Yes	
URPHCL	U	R	P	H	C	L	314.0	8	Yes	
URPHWL	U	R	P	H	W	L	114.0	8	Yes	
URPRCL	U	R	P	R	C	L	963.0	8	Yes	
URPRCM	U	R	P	R	C	M	75.0	8	Yes	
URPRWL	U	R	P	R	W	L	404.0	8	Yes	
URPRWP	U	R	P	R	W	P	59.0	4	Yes	
URPRWS	U	R	P	R	W	S	58.0	2	Yes	
