strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
RRPLWS	R	R	P	L	W	S	188.0	2	true	
RRPRAL	R	R	P	R	A	L	1480.0	9	true	
RRPRAM	R	R	P	R	A	M	889.0	8	true	
RRPRAP	R	R	P	R	A	P	358.0	4	true	
RRPRAS	R	R	P	R	A	S	340.0	1	true	
RRPRCL	R	R	P	R	C	L	2294.0	8	true	
RRPRCM	R	R	P	R	C	M	172.0	8	true	
RRPRCP	R	R	P	R	C	P	59.0	4	true	
RRPRCS	R	R	P	R	C	S	168.0	2	true	
RRPRDL	R	R	P	R	D	L	111.0	8	true	
RRPRDS	R	R	P	R	D	S	150.0	2	true	
RRPRIL	R	R	P	R	I	L	1374.0	8	true	
RRPRIM	R	R	P	R	I	M	721.0	8	true	
RRPRIP	R	R	P	R	I	P	540.0	4	true	
RRPRIS	R	R	P	R	I	S	195.0	1	true	
RRPRLL	R	R	P	R	L	L	617.0	8	true	
RRPRLM	R	R	P	R	L	M	990.0	8	true	
RRPRLP	R	R	P	R	L	P	589.0	4	true	
RRPRNN	R	R	P	R	N	N	157.0	null	true	
RRPRPL	R	R	P	R	P	L	86.0	8	true	
RRPRPS	R	R	P	R	P	S	87.0	2	true	
RRPRWL	R	R	P	R	W	L	2480.0	8	true	
RRPRWM	R	R	P	R	W	M	540.0	8	true	
RRPRWP	R	R	P	R	W	P	363.0	4	true	
RRPRWS	R	R	P	R	W	S	306.0	2	true	
UNNHCL	U	N	N	H	C	L	154.0	8	true	
UNNHWL	U	N	N	H	W	L	76.0	8	true	
UNNHWS	U	N	N	H	W	S	55.0	2	true	
UNNRCL	U	N	N	R	C	L	246.0	8	true	
UNNRNN	U	N	N	R	N	N	63.0	null	true	
UNNRWL	U	N	N	R	W	L	117.0	8	true	
UNOHCL	U	N	O	H	C	L	830.0	8	true	
UNOHWL	U	N	O	H	W	L	356.0	8	true	
UNORCL	U	N	O	R	C	L	953.0	8	true	
UNORCM	U	N	O	R	C	M	81.0	8	true	
UNORWL	U	N	O	R	W	L	296.0	8	true	
UNPHAL	U	N	P	H	A	L	64.0	9	true	
UNPHCL	U	N	P	H	C	L	508.0	8	true	
UNPHNN	U	N	P	H	N	N	70.0	null	true	
UNPHWL	U	N	P	H	W	L	269.0	8	true	
UNPRAL	U	N	P	R	A	L	104.0	9	true	
UNPRCL	U	N	P	R	C	L	1008.0	8	true	
UNPRCM	U	N	P	R	C	M	61.0	8	true	
UNPRCS	U	N	P	R	C	S	56.0	2	true	
UNPRWL	U	N	P	R	W	L	507.0	8	true	
UNSHAL	U	N	S	H	A	L	129.0	9	true	
UNSHAS	U	N	S	H	A	S	188.0	1	true	
UNSHCL	U	N	S	H	C	L	4284.0	8	true	
UNSHCM	U	N	S	H	C	M	324.0	8	true	
UNSHCP	U	N	S	H	C	P	180.0	4	true	
UNSHCS	U	N	S	H	C	S	483.0	2	true	
UNSHLL	U	N	S	H	L	L	147.0	8	true	
UNSHNN	U	N	S	H	N	N	215.0	null	true	
UNSHWL	U	N	S	H	W	L	2199.0	8	true	
UNSHWM	U	N	S	H	W	M	231.0	8	true	
UNSHWP	U	N	S	H	W	P	153.0	4	true	
UNSHWS	U	N	S	H	W	S	1166.0	2	true	
UNSRAL	U	N	S	R	A	L	75.0	9	true	
UNSRAS	U	N	S	R	A	S	85.0	1	true	
UNSRCL	U	N	S	R	C	L	6804.0	8	true	
UNSRCM	U	N	S	R	C	M	597.0	8	true	
UNSRCP	U	N	S	R	C	P	260.0	4	true	
UNSRCS	U	N	S	R	C	S	290.0	2	true	
UNSRDL	U	N	S	R	D	L	99.0	8	true	
UNSRDM	U	N	S	R	D	M	59.0	8	true	
UNSRLL	U	N	S	R	L	L	191.0	8	true	
UNSRNN	U	N	S	R	N	N	552.0	null	true	
UNSRPL	U	N	S	R	P	L	78.0	8	true	
UNSRWL	U	N	S	R	W	L	2961.0	8	true	
UNSRWM	U	N	S	R	W	M	332.0	8	true	
UNSRWP	U	N	S	R	W	P	167.0	4	true	
UNSRWS	U	N	S	R	W	S	959.0	2	true	
URNCCL	U	R	N	C	C	L	112.0	8	true	
URNCWL	U	R	N	C	W	L	112.0	8	true	
URNHCL	U	R	N	H	C	L	191.0	8	true	
URNHWL	U	R	N	H	W	L	105.0	8	true	
URNLCL	U	R	N	L	C	L	150.0	8	true	
URNRCL	U	R	N	R	C	L	219.0	8	true	
UROHCL	U	R	O	H	C	L	51.0	8	true	
URORCL	U	R	O	R	C	L	103.0	8	true	
URPHCL	U	R	P	H	C	L	314.0	8	true	
URPHWL	U	R	P	H	W	L	114.0	8	true	
URPRCL	U	R	P	R	C	L	963.0	8	true	
URPRCM	U	R	P	R	C	M	75.0	8	true	
URPRWL	U	R	P	R	W	L	404.0	8	true	
URPRWP	U	R	P	R	W	P	59.0	4	true	
URPRWS	U	R	P	R	W	S	58.0	2	true	
